site,longitude,latitude,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21
Ocean Park,105.9432072,21.0004238,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67
Ocean Park,105.943592,21.0004217,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47
Ocean Park,105.9439769,21.0004195,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47,63.47
Ocean Park,105.9443617,21.0004174,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83,68.83
Ocean Park,105.9447465,21.0004152,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44
Ocean Park,105.9451313,21.0004131,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23
Ocean Park,105.9455162,21.000411,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08
Ocean Park,105.945901,21.0004088,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12
Ocean Park,105.9462858,21.0004067,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88
Ocean Park,105.9466706,21.0004046,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72,61.72
Ocean Park,105.9470555,21.0004024,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52
Ocean Park,105.9474403,21.0004003,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04
Ocean Park,105.9478251,21.0003981,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53
Ocean Park,105.94821,21.000396,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86
Ocean Park,105.9485948,21.0003938,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17
Ocean Park,105.9489796,21.0003917,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26
Ocean Park,105.9493644,21.0003896,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41
Ocean Park,105.9497493,21.0003874,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93
Ocean Park,105.9501341,21.0003853,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95
Ocean Park,105.9505189,21.0003831,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47
Ocean Park,105.9509037,21.000381,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68
Ocean Park,105.9512886,21.0003788,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06,65.06
Ocean Park,105.9516734,21.0003767,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77
Ocean Park,105.9520582,21.0003745,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15
Ocean Park,105.952443,21.0003724,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88
Ocean Park,105.9528279,21.0003702,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69,64.69
Ocean Park,105.9328191,21.0008424,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7
Ocean Park,105.9332039,21.0008403,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89
Ocean Park,105.9335887,21.0008382,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
Ocean Park,105.9339736,21.0008361,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84
Ocean Park,105.9343584,21.000834,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58,57.58
Ocean Park,105.9347432,21.0008319,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82
Ocean Park,105.9351281,21.0008297,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39,56.39
Ocean Park,105.9355129,21.0008276,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16
Ocean Park,105.9358977,21.0008255,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09
Ocean Park,105.9362825,21.0008234,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15,56.15
Ocean Park,105.9366674,21.0008213,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67
Ocean Park,105.9370522,21.0008192,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27
Ocean Park,105.937437,21.000817,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
Ocean Park,105.9378219,21.0008149,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89
Ocean Park,105.9382067,21.0008128,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04
Ocean Park,105.9385915,21.0008107,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62
Ocean Park,105.9389764,21.0008086,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29
Ocean Park,105.9393612,21.0008064,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35
Ocean Park,105.939746,21.0008043,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99
Ocean Park,105.9401308,21.0008022,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22
Ocean Park,105.9405157,21.0008001,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81
Ocean Park,105.9409005,21.0007979,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2
Ocean Park,105.9412853,21.0007958,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12
Ocean Park,105.9416702,21.0007937,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56
Ocean Park,105.942055,21.0007916,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59
Ocean Park,105.9424398,21.0007894,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5
Ocean Park,105.9428246,21.0007873,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13
Ocean Park,105.9432095,21.0007852,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8
Ocean Park,105.9435943,21.000783,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53
Ocean Park,105.9439791,21.0007809,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9
Ocean Park,105.944364,21.0007788,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93
Ocean Park,105.9447488,21.0007766,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92
Ocean Park,105.9451336,21.0007745,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75
Ocean Park,105.9455184,21.0007724,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04
Ocean Park,105.9459033,21.0007702,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5
Ocean Park,105.9462881,21.0007681,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78
Ocean Park,105.9466729,21.0007659,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89
Ocean Park,105.9470578,21.0007638,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1
Ocean Park,105.9474426,21.0007617,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04
Ocean Park,105.9478274,21.0007595,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47
Ocean Park,105.9482122,21.0007574,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66
Ocean Park,105.9485971,21.0007552,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78
Ocean Park,105.9489819,21.0007531,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21
Ocean Park,105.9493667,21.0007509,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
Ocean Park,105.9497515,21.0007488,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95
Ocean Park,105.9501364,21.0007466,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44,62.44
Ocean Park,105.9505212,21.0007445,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03
Ocean Park,105.950906,21.0007423,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22
Ocean Park,105.9512909,21.0007402,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32,64.32
Ocean Park,105.9516757,21.000738,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83,67.83
Ocean Park,105.9520605,21.0007359,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98
Ocean Park,105.9524453,21.0007337,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81
Ocean Park,105.9528302,21.0007316,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99
Vinh Tuy area,105.8619144,20.9869082,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34,58.34
Vinh Tuy area,105.8622992,20.9869063,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22
Vinh Tuy area,105.862684,20.9869043,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54
Vinh Tuy area,105.8630688,20.9869024,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36,69.36
Vinh Tuy area,105.8634536,20.9869004,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22
Vinh Tuy area,105.8638384,20.9868985,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25
Vinh Tuy area,105.8642232,20.9868965,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47
Vinh Tuy area,105.864608,20.9868946,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23
Vinh Tuy area,105.8649928,20.9868926,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74
Vinh Tuy area,105.8653776,20.9868907,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66
Vinh Tuy area,105.8657624,20.9868887,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62,61.62
Vinh Tuy area,105.8661472,20.9868868,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
Vinh Tuy area,105.866532,20.9868848,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08,61.08
Vinh Tuy area,105.8669168,20.9868828,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23
Vinh Tuy area,105.8673016,20.9868809,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34
Vinh Tuy area,105.8676864,20.9868789,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53
Vinh Tuy area,105.8680712,20.986877,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7
Vinh Tuy area,105.868456,20.986875,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13,70.13
Vinh Tuy area,105.8688408,20.986873,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83
Vinh Tuy area,105.8692256,20.9868711,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99
Vinh Tuy area,105.8696104,20.9868691,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22
Vinh Tuy area,105.8699952,20.9868671,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83
Vinh Tuy area,105.87038,20.9868652,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09,61.09
Vinh Tuy area,105.8707648,20.9868632,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5
Vinh Tuy area,105.8711496,20.9868612,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78
Vinh Tuy area,105.8715344,20.9868593,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45
Vinh Tuy area,105.8719192,20.9868573,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95
Vinh Tuy area,105.872304,20.9868553,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72
Vinh Tuy area,105.8726888,20.9868534,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63
Vinh Tuy area,105.8730736,20.9868514,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28,59.28
Vinh Tuy area,105.8734584,20.9868494,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81
Vinh Tuy area,105.8738432,20.9868474,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63
Vinh Tuy area,105.8619164,20.9872696,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9
Vinh Tuy area,105.8623012,20.9872677,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42,59.42
Vinh Tuy area,105.862686,20.9872657,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94
Vinh Tuy area,105.8630708,20.9872638,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41
Vinh Tuy area,105.8634556,20.9872618,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11
Vinh Tuy area,105.8638405,20.9872599,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52,67.52
Vinh Tuy area,105.8642253,20.9872579,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32
Vinh Tuy area,105.8646101,20.987256,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04,69.04
Vinh Tuy area,105.8649949,20.987254,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98
Vinh Tuy area,105.8653797,20.9872521,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97
Vinh Tuy area,105.8657645,20.9872501,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57
Vinh Tuy area,105.8661493,20.9872481,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27
Vinh Tuy area,105.8665341,20.9872462,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38
Vinh Tuy area,105.8669189,20.9872442,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91
Vinh Tuy area,105.8673037,20.9872423,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
Vinh Tuy area,105.8676885,20.9872403,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26
Vinh Tuy area,105.8680733,20.9872383,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98
Vinh Tuy area,105.8684581,20.9872364,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25
Vinh Tuy area,105.8688429,20.9872344,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68
Vinh Tuy area,105.8692277,20.9872325,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28
Vinh Tuy area,105.8696125,20.9872305,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94
Vinh Tuy area,105.8699973,20.9872285,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81,65.81
Vinh Tuy area,105.8703821,20.9872266,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39
Vinh Tuy area,105.8707669,20.9872246,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59,60.59
Vinh Tuy area,105.8711517,20.9872226,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97
Vinh Tuy area,105.8715365,20.9872207,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38,60.38
Vinh Tuy area,105.8719213,20.9872187,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27
Vinh Tuy area,105.8723061,20.9872167,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8
Vinh Tuy area,105.8726909,20.9872147,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83,62.83
Vinh Tuy area,105.8730757,20.9872128,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2
Vinh Tuy area,105.8734605,20.9872108,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8
Vinh Tuy area,105.8738453,20.9872088,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83
Vinh Tuy area,105.8619185,20.987631,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05,58.05
Vinh Tuy area,105.8623033,20.9876291,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64,59.64
Vinh Tuy area,105.8626881,20.9876271,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39
Vinh Tuy area,105.8630729,20.9876252,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86
Vinh Tuy area,105.8634577,20.9876232,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16
Vinh Tuy area,105.8638425,20.9876213,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9
Vinh Tuy area,105.8642273,20.9876193,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13
Vinh Tuy area,105.8646121,20.9876173,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03
Vinh Tuy area,105.8649969,20.9876154,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97
Vinh Tuy area,105.8653817,20.9876134,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4
Vinh Tuy area,105.8657665,20.9876115,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3
Vinh Tuy area,105.8661513,20.9876095,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77
Vinh Tuy area,105.8665362,20.9876076,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01
Vinh Tuy area,105.866921,20.9876056,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33,63.33
